work_id,constituency_name,state_name,district_name,mp_name,work_description,work_category,sanctioned_amount,sanction_date,actual_expenditure,work_status,implementing_agency,financial_year,expected_completion_date,completion_date,latitude,longitude,anomaly_injected
WRK003977,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Subhash Ward,COMMUNITY_ASSETS,800000.0,2023-09-30,737172.5,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-03-21,2024-03-17,30.6414,76.6365,
WRK003978,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Sector 4,POWER,1019999.9999999999,2024-01-03,948911.82,COMPLETED,Irrigation & Public Health Division,2023-24,2024-06-18,2024-06-08,30.7755,76.9074,
WRK003979,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of additional classrooms in Government High School at Sector 4,EDUCATION,1440000.0,2023-04-22,1329210.59,COMPLETED,Public Works Department (PWD),2023-24,2023-07-23,2023-07-15,30.8984,76.6539,
WRK003980,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Upgradation of Primary Health Centre with maternal care equipment at Shivaji Nagar,HEALTH,3570000.0000000005,2023-09-02,3448424.55,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-02-09,2024-02-07,30.579,76.7828,
WRK003981,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Station Road,ROADS,4390000.0,2023-05-01,4187015.84,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-08-27,2023-08-25,30.8485,76.8838,
WRK003982,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Subhash Ward,DRINKING_WATER,2620000.0,2024-01-26,2537969.94,COMPLETED,Department,2023-24,2024-07-12,2024-07-12,30.5037,76.6825,COMPLIANCE_RISK
WRK003983,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of modern community sanitary complex with bio-toilets at Subhash Ward,SANITATION,2460000.0,2023-06-05,2319759.2,COMPLETED,Irrigation & Public Health Division,2023-24,2023-11-09,2023-11-04,30.7321,76.6017,
WRK003984,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of covered shed and crematorium facility with lighting at Sector 4,COMMUNITY_ASSETS,1980000.0,2023-06-06,1886999.27,COMPLETED,Public Works Department (PWD),2023-24,2023-09-28,2023-09-18,30.6959,76.7197,
WRK003985,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Rooftop solar photovoltaic power system for primary healthcare facility at Sector 4,POWER,1830000.0,2023-06-21,1772880.5,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-19,2023-10-17,30.6435,76.7271,
WRK003986,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of drinking water facility and sanitation block in school at Model Town,EDUCATION,940000.0,2023-11-14,892810.34,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-04-01,2024-03-24,30.5489,76.9346,
WRK003987,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Station Road,HEALTH,3470000.0000000005,2023-06-23,3246006.38,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-02-09,2024-02-08,30.8742,76.7298,
WRK003988,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Kisan Basti,ROADS,1560000.0,2023-09-18,1473396.6,COMPLETED,Irrigation & Public Health Division,2023-24,2024-02-24,2024-02-21,30.7961,76.9819,
WRK003989,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of piped drinking water supply scheme with solar pump at Adarsh Nagar,DRINKING_WATER,3180000.0,2023-07-26,3123089.07,COMPLETED,Public Works Department (PWD),2023-24,2023-11-04,2023-10-30,30.8086,76.6348,
WRK003990,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Underground storm water drainage and sewage disposal network at Vikas Puri,SANITATION,4260000.0,2023-11-24,4056155.91,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-06-19,2024-06-11,30.6781,76.8173,
WRK003991,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Kisan Basti,COMMUNITY_ASSETS,2890000.0,2023-09-04,2741741.7,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-12-07,2023-11-22,30.8877,76.6079,
WRK003992,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Rooftop solar photovoltaic power system for primary healthcare facility at Model Town,POWER,1030000.0000000001,2023-12-13,973102.66,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-07-29,2024-07-18,30.6727,76.9197,
WRK003993,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of additional classrooms in Government High School at Model Town,EDUCATION,2160000.0,2023-08-06,2050179.62,COMPLETED,Irrigation & Public Health Division,2023-24,2024-01-27,2024-01-17,30.8838,76.9073,
WRK003994,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Upgradation of Primary Health Centre with maternal care equipment at Adarsh Nagar,HEALTH,3040000.0,2023-10-13,3004149.81,COMPLETED,Public Works Department (PWD),2023-24,2024-05-03,2024-04-21,30.6285,76.7984,
WRK003995,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Shivaji Nagar,ROADS,4950000.0,2023-12-01,4739223.41,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-07-18,2024-07-07,30.5894,76.8835,
WRK003996,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,"Construction of 50,000 litre overhead water storage tank at Ram Nagar",DRINKING_WATER,3950000.0,2023-09-29,3943334.29,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-01-23,2024-01-19,30.5351,76.7556,
WRK003997,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of decentralized solid waste segregation and processing unit at Model Town,SANITATION,4600000.0,2023-12-09,4573638.88,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-03-17,2024-03-07,30.8192,76.6436,
WRK003998,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Gandhi Chowk,COMMUNITY_ASSETS,1410000.0,2023-07-30,1804499.51,COMPLETED,Irrigation & Public Health Division,2023-24,2024-03-09,2024-03-09,30.738,76.7504,COST_OVERRUN
WRK003999,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Vikas Puri,POWER,3140000.0,2024-01-05,2986872.47,COMPLETED,Public Works Department (PWD),2023-24,2024-06-01,2024-05-20,30.5028,76.9954,
WRK004000,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of drinking water facility and sanitation block in school at Gandhi Chowk,EDUCATION,3790000.0,2023-08-20,3747642.97,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-04-12,2024-04-01,30.7417,76.8556,
WRK004001,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Community Health Sub-Centre building at Gandhi Chowk,HEALTH,3629999.9999999995,2023-10-01,3490860.82,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-01-11,2024-01-11,30.8649,76.9425,
WRK004002,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Vikas Puri,ROADS,3540000.0,2024-01-06,3415624.64,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-05-12,2024-05-09,30.7053,76.8936,
WRK004003,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Gandhi Chowk,DRINKING_WATER,3979999.9999999995,2024-01-20,3883421.83,COMPLETED,Irrigation & Public Health Division,2023-24,2024-06-24,2024-06-10,30.8104,76.9877,
WRK004004,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of decentralized solid waste segregation and processing unit at Model Town,SANITATION,3400000.0,2023-04-20,3394619.28,COMPLETED,Public Works Department (PWD),2023-24,2023-11-16,2023-11-10,30.5949,76.835,
WRK004005,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Gram Panchayat Bhavan cum civic service centre at Adarsh Nagar,COMMUNITY_ASSETS,3579999.9999999995,2023-12-08,3569406.28,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-05-10,2024-05-09,30.8478,76.7239,
WRK004006,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply and erection of 100 kVA distribution transformer for power stabilization at Model Town,POWER,3850000.0,2023-07-12,3743491.18,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-11-13,2023-11-07,30.6542,76.9085,
WRK004007,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Bituminous surface road connectivity linking village to Model Town,ROADS,3600000.0,2024-06-10,3478964.85,COMPLETED,Public Works Department (PWD),2024-25,2024-09-15,2024-09-06,30.8747,76.8935,
WRK004008,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Vikas Puri,DRINKING_WATER,4800000.0,2024-10-01,4716601.35,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-05-24,2025-05-22,30.7963,76.7848,
WRK004009,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Underground storm water drainage and sewage disposal network at Vikas Puri,SANITATION,2530000.0,2024-09-23,2527211.39,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-02-17,2025-02-04,30.8688,76.7988,
WRK004010,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Gram Panchayat Bhavan cum civic service centre at Kisan Basti,COMMUNITY_ASSETS,1889999.9999999998,2025-01-10,1883233.06,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-06-04,2025-05-26,30.8964,76.8709,
WRK004011,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Kisan Basti,POWER,4129999.9999999995,2024-06-05,4026281.56,COMPLETED,Irrigation & Public Health Division,2024-25,2024-12-31,2024-12-22,30.6863,76.7552,
WRK004012,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Setting up of computer lab and digital library in Higher Secondary School at Sector 4,EDUCATION,2710000.0,2024-04-17,2535990.09,COMPLETED,Public Works Department (PWD),2024-25,2024-11-29,2024-11-24,30.5872,76.8335,
WRK004013,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Community Health Sub-Centre building at Sector 4,HEALTH,4570000.0,2024-08-14,4407061.45,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-02-24,2025-02-10,30.7327,76.8416,
WRK004014,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Station Road,ROADS,890000.0,2024-08-08,832724.4,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-12-11,2024-12-10,30.8719,76.8734,
WRK004015,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of piped drinking water supply scheme with solar pump at Adarsh Nagar,DRINKING_WATER,4140000.0,2024-10-02,3826562.29,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-03-13,2025-03-02,30.7492,76.6624,
WRK004016,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of modern community sanitary complex with bio-toilets at Shivaji Nagar,SANITATION,2670000.0,2024-08-31,2463529.93,COMPLETED,Irrigation & Public Health Division,2024-25,2024-12-18,2024-12-10,30.6168,76.9169,
WRK004017,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of covered shed and crematorium facility with lighting at Adarsh Nagar,COMMUNITY_ASSETS,2160000.0,2024-09-23,1993550.03,COMPLETED,Public Works Department (PWD),2024-25,2025-04-16,2025-04-14,30.8947,76.6168,
WRK004018,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Kisan Basti,POWER,830000.0000000001,2024-08-22,787533.96,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-03-07,2025-02-28,30.8898,76.7062,
WRK004019,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Setting up of computer lab and digital library in Higher Secondary School at Subhash Ward,EDUCATION,3950000.0,2024-06-11,3663465.04,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-10-06,2024-09-25,30.7204,76.6997,
WRK004020,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Community Health Sub-Centre building at Sector 4,HEALTH,1960000.0000000002,2024-11-16,1939506.8,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-06-06,2025-05-29,30.794,76.6413,
WRK004021,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Sector 4,ROADS,2240000.0,2024-10-19,2061583.28,COMPLETED,Irrigation & Public Health Division,2024-25,2025-03-30,2025-03-23,30.6677,76.878,
WRK004022,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,"Construction of 50,000 litre overhead water storage tank at Adarsh Nagar",DRINKING_WATER,4150000.0,2024-09-28,3888465.67,COMPLETED,Public Works Department (PWD),2024-25,2025-03-24,2025-03-19,30.7323,76.6204,
WRK004023,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Underground storm water drainage and sewage disposal network at Sector 4,SANITATION,2740000.0,2024-12-27,2568232.14,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-08-11,2025-07-31,30.7423,76.8689,
WRK004024,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Gram Panchayat Bhavan cum civic service centre at Subhash Ward,COMMUNITY_ASSETS,3090000.0,2024-07-23,2971232.41,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-11-05,2024-10-28,30.6051,76.9294,
WRK004025,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply and erection of 100 kVA distribution transformer for power stabilization at Model Town,POWER,3740000.0,2024-10-26,3445997.7,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-03-01,2025-02-19,30.8792,76.7696,
WRK004026,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of additional classrooms in Government High School at Sector 4,EDUCATION,2190000.0,2024-11-29,2120882.23,COMPLETED,Irrigation & Public Health Division,2024-25,2025-05-24,2025-05-22,30.7706,76.7602,
WRK004027,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Kisan Basti,HEALTH,4630000.0,2024-04-28,4280274.59,COMPLETED,Public Works Department (PWD),2024-25,2024-08-13,2024-08-04,30.8825,76.8713,
WRK004028,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Bituminous surface road connectivity linking village to Ram Nagar,ROADS,2560000.0,2024-05-02,2504318.12,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-11-29,2024-11-20,30.8576,76.9649,
WRK004029,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Shivaji Nagar,DRINKING_WATER,3150000.0,2024-08-12,3095365.55,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-11-28,2024-11-17,30.7963,76.663,
WRK004030,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of modern community sanitary complex with bio-toilets at Sector 4,SANITATION,1510000.0,2024-10-05,1493799.76,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-05-05,2025-04-24,30.534,76.6693,
WRK004031,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Vikas Puri,COMMUNITY_ASSETS,3440000.0,2024-08-13,3251641.16,COMPLETED,Irrigation & Public Health Division,2024-25,2025-03-04,2025-02-27,30.7994,76.6727,
WRK004032,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply and erection of 100 kVA distribution transformer for power stabilization at Vikas Puri,POWER,4500000.0,2025-01-15,4209665.65,COMPLETED,Public Works Department (PWD),2024-25,2025-05-27,2025-05-17,30.8563,76.9734,
WRK004033,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of drinking water facility and sanitation block in school at Vikas Puri,EDUCATION,4820000.0,2024-04-29,4546662.14,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-09-08,2024-09-06,30.6686,76.8308,
WRK004034,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Subhash Ward,HEALTH,2760000.0,2024-10-20,2542101.52,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-04-10,2025-04-08,30.5549,76.9524,
WRK004035,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Sector 4,ROADS,4490000.0,2024-11-20,4424111.81,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-04-26,2025-04-21,30.676,76.8779,
WRK004036,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of piped drinking water supply scheme with solar pump at Adarsh Nagar,DRINKING_WATER,1480000.0,2024-12-08,1468887.0,COMPLETED,Irrigation & Public Health Division,2024-25,2025-07-26,2025-07-19,30.6863,76.7002,
WRK004037,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of modern community sanitary complex with bio-toilets at Kisan Basti,SANITATION,4150000.0,2024-04-17,4106019.06,COMPLETED,Public Works Department (PWD),2024-25,2024-09-23,2024-09-21,30.6666,76.7914,
WRK004038,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Station Road,COMMUNITY_ASSETS,2750000.0,2025-01-04,2617754.82,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-07-29,2025-07-15,30.8814,76.6613,
WRK004039,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Rooftop solar photovoltaic power system for primary healthcare facility at Station Road,POWER,4079999.9999999995,2025-01-03,3963769.35,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-05-10,2025-05-07,30.8574,76.8748,
WRK004040,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Bituminous surface road connectivity linking village to Sector 4,ROADS,2039999.9999999998,2025-04-16,1931421.22,COMPLETED,Public Works Department (PWD),2025-26,2025-11-18,2025-11-15,30.5298,76.8064,
WRK004041,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Vikas Puri,DRINKING_WATER,4079999.9999999995,2025-04-21,3853352.53,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-08-08,2025-08-08,30.776,76.9855,
WRK004042,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of decentralized solid waste segregation and processing unit at Adarsh Nagar,SANITATION,1150000.0,2025-05-18,1128009.19,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-01-12,2026-01-05,30.7095,76.959,
WRK004043,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Vikas Puri,COMMUNITY_ASSETS,1570000.0,2025-10-17,1543850.49,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-04-20,2026-04-07,30.7689,76.708,
WRK004044,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Rooftop solar photovoltaic power system for primary healthcare facility at Model Town,POWER,4900000.0,2025-05-29,4509083.13,COMPLETED,Irrigation & Public Health Division,2025-26,2026-01-16,2026-01-04,30.7724,76.8225,
WRK004045,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Setting up of computer lab and digital library in Higher Secondary School at Sector 4,EDUCATION,4010000.0,2026-01-04,3701842.6,COMPLETED,Public Works Department (PWD),2025-26,2026-07-15,2026-07-14,30.6944,76.9594,
WRK004046,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Gandhi Chowk,HEALTH,2620000.0,2025-05-14,2525254.9,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-10-24,2025-10-20,30.5233,76.6904,
WRK004047,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Kisan Basti,ROADS,2540000.0,2025-10-27,2347713.58,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-03-04,2026-02-19,30.7592,76.7175,
WRK004048,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of piped drinking water supply scheme with solar pump at Sector 4,DRINKING_WATER,730000.0,2025-04-16,692747.85,COMPLETED,Zilla Parishad Engineering Division,2025-26,2025-11-12,2025-11-02,30.5204,76.6425,
WRK004049,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of modern community sanitary complex with bio-toilets at Adarsh Nagar,SANITATION,1170000.0,2025-05-10,1135060.78,COMPLETED,Irrigation & Public Health Division,2025-26,2025-10-20,2025-10-10,30.7261,76.6654,
WRK004050,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of multipurpose community welfare hall and auditorium at Gandhi Chowk,COMMUNITY_ASSETS,4950000.0,2025-04-22,4801250.64,COMPLETED,Public Works Department (PWD),2025-26,2025-09-03,2025-09-03,30.748,76.9543,
WRK004051,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply and erection of 100 kVA distribution transformer for power stabilization at Kisan Basti,POWER,3379999.9999999995,2025-10-03,3311904.11,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-04-19,2026-04-12,30.6285,76.9468,
WRK004052,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of additional classrooms in Government High School at Adarsh Nagar,EDUCATION,2230000.0,2025-07-02,2123756.3,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-12-05,2025-11-23,30.7676,76.6663,
WRK004053,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Community Health Sub-Centre building at Shivaji Nagar,HEALTH,1810000.0000000002,2025-11-27,1731603.25,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-05-29,2026-05-21,30.5372,76.9592,
WRK004054,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Bituminous surface road connectivity linking village to Subhash Ward,ROADS,3840000.0,2025-11-04,3648529.63,COMPLETED,Irrigation & Public Health Division,2025-26,2026-05-27,2026-05-12,30.6517,76.6461,
WRK004055,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Adarsh Nagar,DRINKING_WATER,2730000.0,2025-10-08,2521739.54,COMPLETED,Public Works Department (PWD),2025-26,2026-01-28,2026-01-24,30.8233,76.7831,
WRK004056,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,2820000.0,2025-11-02,2607555.2,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-02-20,2026-02-15,30.61,76.8353,
WRK004057,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of covered shed and crematorium facility with lighting at Subhash Ward,COMMUNITY_ASSETS,1770000.0,2025-07-12,1632196.18,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-10-21,2025-10-19,30.7695,76.7777,
WRK004058,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Station Road,POWER,2180000.0,2025-08-26,2024658.49,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-01-25,2026-01-13,30.6269,76.9896,
WRK004059,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of additional classrooms in Government High School at Sector 4,EDUCATION,2170000.0,2026-01-06,2152130.95,COMPLETED,Irrigation & Public Health Division,2025-26,2026-04-24,2026-04-19,30.8849,76.7001,
WRK004060,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Shivaji Nagar,HEALTH,840000.0,2025-07-09,786888.12,COMPLETED,Public Works Department (PWD),2025-26,2026-01-06,2026-01-05,30.8307,76.7648,
WRK004061,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of reinforced cement concrete culvert and approach road at Shivaji Nagar,ROADS,3620000.0000000005,2025-09-03,3373201.93,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-04-17,2026-04-15,30.5033,76.9037,
WRK004062,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,"Construction of 50,000 litre overhead water storage tank at Station Road",DRINKING_WATER,3270000.0000000005,2025-10-10,3095220.4,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-05-14,2026-05-04,30.7651,76.6537,
WRK004063,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of decentralized solid waste segregation and processing unit at Vikas Puri,SANITATION,4650000.0,2025-12-19,4301896.43,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-08-06,2026-07-31,30.8458,76.8873,
WRK004064,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Gram Panchayat Bhavan cum civic service centre at Ram Nagar,COMMUNITY_ASSETS,1760000.0000000002,2026-01-17,1750914.93,COMPLETED,Irrigation & Public Health Division,2025-26,2026-07-04,2026-06-22,30.6546,76.7179,
WRK004065,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply and erection of 100 kVA distribution transformer for power stabilization at Vikas Puri,POWER,3570000.0000000005,2025-08-23,3426924.82,COMPLETED,Public Works Department (PWD),2025-26,2026-01-06,2025-12-23,30.5322,76.7719,
WRK004066,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Setting up of computer lab and digital library in Higher Secondary School at Adarsh Nagar,EDUCATION,3300000.0,2025-06-28,3199593.81,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-11-11,2025-11-10,30.6695,76.9457,
WRK004067,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Supply of mobile health dispensary unit and diagnostic lab at Vikas Puri,HEALTH,2570000.0,2026-01-09,2546043.01,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2026-08-07,2026-08-01,30.6323,76.7115,
WRK004068,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of CC road and drainage channel from Main Market to Shivaji Nagar,ROADS,520000.0,2025-09-05,487262.0,COMPLETED,Zilla Parishad Engineering Division,2025-26,2026-01-07,2025-12-23,30.7888,76.8325,
WRK004069,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of community reverse osmosis water purification plant at Adarsh Nagar,DRINKING_WATER,1320000.0,2025-11-24,1275798.67,COMPLETED,Irrigation & Public Health Division,2025-26,2026-06-18,2026-06-11,30.6331,76.9964,
WRK004070,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Underground storm water drainage and sewage disposal network at Shivaji Nagar,SANITATION,3210000.0,2026-01-05,3026732.82,COMPLETED,Public Works Department (PWD),2025-26,2026-05-03,2026-04-27,30.5613,76.7115,
WRK004071,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Construction of Gram Panchayat Bhavan cum civic service centre at Model Town,COMMUNITY_ASSETS,2400000.0,2025-08-18,2277147.14,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-02-13,2026-02-10,30.6628,76.9684,
WRK004072,Chandigarh,Chandigarh,Chandigarh,Manish Tewari,Installation of integrated solar LED street lighting units across Station Road,POWER,4410000.0,2025-08-16,4204982.83,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-11-29,2025-11-22,30.8864,76.9246,
WRK004073,Puducherry,Puducherry,Puducherry,V. Vaithilingam,"Construction of 50,000 litre overhead water storage tank at Shivaji Nagar",DRINKING_WATER,2200000.0,2023-06-07,2066463.95,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-10-08,2023-09-24,11.9826,79.7798,
WRK004074,Puducherry,Puducherry,Puducherry,V. Vaithilingam,Construction of modern community sanitary complex with bio-toilets at Kisan Basti,SANITATION,4140000.0,2023-07-15,3902949.83,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-02-15,2024-02-14,11.727,79.7655,
